Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
14,58,0,5,0,84,0,230,16,5909.0,7884.0,7034.749568000001
22,423,0,6,0,72,1,266,11,2705.0,9408.0,939.8802599999999
25,113,1,5,0,34,0,257,17,3895.0,13315.0,8854.438425
41,358,1,4,3,15,0,527,12,8860.0,26082.0,18017.168103
22,57,0,0,0,9,0,354,11,2467.0,7792.0,5488.591086
27,447,1,8,0,34,0,124,2,4781.0,7384.0,6192.2007
15,446,0,8,0,1,1,108,2,3925.0,4923.0,679.8640068
49,24,1,4,0,94,0,597,16,3480.0,4498.0,4526.249728
31,115,0,2,0,80,0,116,16,3183.0,4325.0,3788.799775
12,452,1,5,0,74,0,215,17,5496.0,8086.0,6947.3646
30,198,1,0,0,85,0,186,11,2979.0,3878.0,3769.200512
40,216,1,2,0,56,1,158,9,2205.0,3261.0,431.2412784
15,450,0,9,0,16,1,249,15,2122.0,11535.0,1063.0546838999999
2,403,0,6,0,15,0,249,6,1794.0,3472.0,2883.291642
27,358,1,1,3,46,0,319,5,2730.0,5878.0,4595.54904
31,367,1,9,0,44,0,289,10,2449.0,5229.0,4105.396224
20,23,1,1,0,100,1,330,17,2663.0,4158.0,549.3012375
1,453,1,4,0,53,0,578,12,3555.0,6181.0,5077.226447999999
7,443,1,5,0,54,0,263,13,5665.0,8204.0,7160.388336
37,58,0,3,0,46,0,232,6,4331.0,5751.0,5242.253472
23,14,1,5,0,67,1,299,16,3730.0,4412.0,649.9117349999999
12,23,1,0,2,42,0,389,16,1441.0,4165.0,3176.022528
45,416,1,6,2,97,0,306,12,2585.0,5651.0,4365.163264
37,452,0,4,0,46,0,540,14,4413.0,6740.0,6085.114415999999
46,65,0,2,0,34,0,126,8,3269.0,5171.0,4338.50655
17,3,0,0,0,87,0,371,14,3299.0,4878.0,4400.920832
19,2,0,9,1,98,0,239,12,3100.0,5133.0,4297.6496640000005
44,2,1,3,1,89,0,280,3,6922.0,8363.0,7810.673024
37,57,1,8,0,41,0,161,2,2035.0,6367.0,4334.917824
37,443,1,4,0,29,0,472,9,4027.0,5540.0,5246.660475
25,93,0,1,2,58,0,252,14,3777.0,5323.0,4777.596432
31,55,0,8,0,49,0,184,11,1819.0,2330.0,2246.3110079999997
27,469,1,2,0,22,0,150,17,5807.0,7954.0,7024.5945
39,55,1,7,0,81,0,145,8,1004.0,3088.0,2161.065984
5,94,0,4,2,52,0,596,9,1354.0,8748.0,5615.38008
49,443,1,3,0,93,0,250,7,3617.0,5193.0,4591.003648
24,320,1,5,0,13,0,268,14,1342.0,7272.0,4580.571897
21,447,1,9,0,70,0,310,14,3213.0,4075.0,3870.9990000000003
33,91,0,0,0,97,0,353,16,1305.0,3275.0,2608.548096
34,186,0,8,2,34,0,193,6,2595.0,4141.0,3554.11245
11,0,1,3,0,17,0,260,2,718.0,2221.0,1729.617021
8,137,1,3,0,75,0,218,3,7203.0,20119.0,13744.268999999998
46,469,1,0,0,92,1,356,15,3053.0,4683.0,625.3336320000001
48,452,1,1,0,48,0,341,10,7353.0,9897.0,8917.182432
4,113,0,0,0,82,0,385,16,2227.0,6817.0,4843.474944
9,87,0,7,0,84,1,100,5,4825.0,6674.0,865.2143808000001
28,11,0,7,3,12,0,129,9,386.0,711.0,677.922201
12,147,1,0,2,41,0,398,13,1347.0,2817.0,2466.820656
19,65,0,0,2,46,0,383,16,3795.0,5393.0,4952.45016
49,451,1,8,0,87,0,146,9,4752.0,8906.5,5807.815552
18,23,1,5,1,93,0,206,16,7899.0,12420.0,10232.262656
18,93,0,2,1,1,0,121,16,2114.0,8535.0,5453.474598
13,24,1,4,0,7,0,463,8,3256.0,4653.0,4420.217934
47,100,0,0,0,85,0,376,13,2567.0,3444.0,3336.660096
39,191,1,7,2,71,0,147,9,4410.0,6900.0,5749.0191
25,358,1,3,3,20,0,246,6,4511.0,12934.0,8771.821075
23,205,0,0,0,93,0,388,14,1897.0,3065.0,2831.106432
41,93,1,2,1,6,0,170,9,2117.0,11795.0,7131.5467739999995
14,26,1,4,2,66,0,503,14,1818.0,2910.0,2841.6069
14,101,0,6,0,1,0,235,6,1205.0,1767.0,1721.717811
20,70,1,0,2,92,0,361,16,1157.0,2201.0,2013.275264
10,452,1,2,0,1,0,130,10,2999.0,3715.0,523.5016446000001
27,137,1,4,0,90,0,505,11,4984.0,7754.5,10189.42848
1,442,1,6,1,6,0,314,13,7757.0,11794.0,10101.199779
9,447,0,9,0,92,0,278,13,4853.0,9976.0,7591.229184000001
15,55,1,5,0,90,1,212,13,3775.0,4818.0,667.3630656
20,55,0,8,0,56,0,101,5,1987.0,3291.0,2723.775552
39,57,1,4,0,94,0,548,10,3825.0,6943.0,5851.881728
25,458,1,3,0,99,0,281,4,8605.0,11576.0,10226.132223999999
18,471,1,8,2,89,0,165,11,1969.0,7417.5,2531.158784
1,1,1,7,0,15,0,100,13,1549.0,3259.0,2505.909384
5,24,0,5,0,25,0,292,16,8187.0,11049.0,9885.614025
39,23,0,4,1,66,0,484,14,1403.0,2390.0,2359.3284
13,3,1,0,0,2,0,359,13,1827.0,4820.0,3686.451318
49,93,0,1,2,22,0,320,14,2630.0,5619.0,4439.144325
36,149,1,6,0,59,0,339,10,7262.0,10480.0,9159.869232
32,124,0,9,0,38,0,283,10,2221.0,2956.0,2866.904775
48,452,1,3,0,91,0,270,10,3676.0,5092.0,4589.574528
4,14,1,1,0,43,1,346,11,2758.0,3634.0,528.4243008000001
38,350,0,3,1,29,0,204,3,7526.0,10816.0,9354.305625
23,14,1,7,0,6,0,122,7,4162.0,6986.5,5156.0043479999995
17,108,1,3,0,62,1,256,5,2304.0,3157.0,443.69869500000004
7,23,1,7,2,78,0,128,8,4512.0,15017.0,9801.3069
50,358,1,7,3,82,0,148,12,3460.0,7906.0,5751.51808
46,450,1,0,0,79,0,378,16,902.0,9795.0,1667.7441
8,93,1,3,1,100,0,260,4,1881.0,11684.0,6886.692775
36,39,1,7,3,38,0,134,7,6413.0,13936.0,10289.83095
24,447,0,5,0,22,0,288,12,5601.0,7720.0,6939.098775
12,268,1,0,2,79,0,355,13,2015.0,4881.0,3769.4052
15,446,1,0,0,6,0,381,13,5748.0,7841.0,7183.611567
24,444,1,8,2,61,0,107,9,7789.0,9917.0,8878.2903
14,452,1,4,0,26,0,489,7,3221.0,4372.0,4277.4396
17,451,1,3,0,34,0,266,1,5993.0,7217.0,6854.48085
23,452,1,4,0,15,0,585,6,3683.0,5319.0,5088.191129999999
44,115,0,0,0,60,0,397,11,1390.0,2099.0,2095.19305
34,101,1,4,0,85,0,634,9,1249.0,1696.0,2077.477248
34,152,1,8,0,31,0,112,7,9026.0,13347.0,11278.064175
26,458,1,3,0,13,0,266,6,6973.0,8826.0,8169.422976000001
23,454,1,2,0,60,0,109,15,1337.0,3415.0,2432.5674
46,80,1,3,2,18,0,251,5,1702.0,3694.0,2950.054965
2,205,0,7,0,23,0,113,7,2106.0,3387.0,2854.26645
29,452,1,3,0,53,0,268,1,6990.0,8553.0,7988.822208
31,152,1,2,0,10,0,126,16,1754.0,2536.0,2274.202557
43,62,0,7,0,2,0,130,5,1963.0,16655.0,9442.705635
31,149,0,9,0,2,0,296,11,7232.0,9537.0,8688.851028000001
32,3,0,2,0,77,0,103,7,3220.0,5359.0,4351.545
8,443,1,0,0,60,0,373,14,5944.0,8091.0,7233.8128
9,70,1,3,2,92,0,224,1,939.0,2796.0,2061.569664
46,104,1,3,0,43,0,274,7,1873.0,5148.0,3762.723456
27,57,0,5,0,82,0,292,14,3602.0,5397.0,4728.711679999999
22,24,0,3,0,22,1,250,1,4010.0,5538.0,751.78782
43,416,1,8,2,77,0,102,4,2918.0,5803.0,4419.5976
21,151,1,5,2,1,0,282,17,258.0,949.0,886.4413470000001
14,55,0,4,0,47,0,554,17,3826.0,5583.0,5232.7944
24,320,1,5,0,72,0,260,16,492.0,3207.0,2091.3354
36,24,1,2,0,98,0,109,6,5892.0,8029.0,6971.8190079999995
13,443,1,1,0,44,0,262,6,4691.0,6337.0,5742.322416
47,46,1,2,0,85,0,169,11,1512.0,3479.0,2628.8416
20,23,1,0,2,84,1,357,12,1341.0,3994.5,437.2545408
40,268,0,9,0,19,1,243,13,1880.0,4510.0,516.27086775
48,65,1,4,2,41,0,596,6,5214.0,4004.5,6553.38816
14,471,1,8,2,62,1,128,6,2348.0,3499.0,453.407625
8,58,0,9,0,17,0,238,11,4451.0,6030.0,5483.711574
32,58,0,6,0,52,0,283,7,4592.0,6413.0,5752.29816
3,456,1,2,0,52,0,133,9,2979.0,6746.0,4967.880768
6,58,1,8,1,16,0,194,10,2926.0,4520.0,3920.327928
29,63,0,5,1,6,1,236,15,3882.0,9759.0,1067.10277905
14,188,0,5,0,7,0,278,12,4303.0,6507.0,5688.921050999999
12,24,0,7,0,45,0,118,6,4868.0,7274.0,6153.007104
26,458,1,8,0,12,0,147,10,6277.0,9817.0,8201.229795000001
11,3,0,9,0,48,0,299,13,1902.0,2735.0,2603.738736
44,23,1,0,2,10,1,355,14,3291.0,13277.0,1297.460241
10,448,0,7,0,92,0,364,6,3414.0,4358.0,3955.538048
1,23,0,0,2,47,1,373,12,2455.0,7326.0,785.3469048
28,211,1,9,0,15,0,246,17,2712.0,4515.0,3865.253436
26,452,1,0,0,30,0,398,13,5796.0,7617.0,7095.43695
36,80,1,1,0,65,1,259,10,1473.0,3607.0,416.02869
36,62,1,0,0,97,0,396,13,4553.0,11520.0,8321.37152
32,452,1,4,0,91,0,455,6,5831.0,8222.0,7377.9256319999995
27,320,0,0,0,58,0,386,11,482.0,3422.0,2325.1730399999997
23,149,1,4,0,3,0,607,8,6973.0,9600.0,8899.239987
39,22,1,5,2,82,1,205,14,2837.0,4859.0,599.9923776
27,0,0,1,0,5,0,316,7,3202.0,4820.0,4329.377019
47,116,0,2,0,26,0,134,9,2824.0,3285.0,3183.271875
14,60,0,1,3,14,0,297,10,234.0,1321.0,1075.172472
29,139,1,8,0,84,0,150,3,2555.0,6265.0,4495.636992
34,23,0,1,2,92,0,287,8,1007.0,3345.0,2429.2477440000002
27,103,1,0,1,67,0,374,16,7482.0,11578.0,9820.0575
28,452,0,0,0,9,0,395,14,6175.0,8379.0,7681.421781
45,55,0,1,0,58,0,254,15,1854.0,6061.5,3329.692704
14,447,1,3,0,48,0,254,7,2095.0,3744.0,3155.2165440000003
14,74,1,9,0,61,0,211,16,5840.0,8684.0,7409.7738
46,452,1,2,0,44,0,140,14,3016.0,3756.0,3506.801904
2,471,0,0,2,97,0,398,12,2067.0,3281.0,3030.926976
21,268,1,9,2,40,0,209,14,2465.0,4848.0,3783.53105
20,468,1,5,2,56,0,267,17,3979.0,7383.5,5106.875472
29,452,1,3,0,63,0,240,1,7394.0,9919.0,8808.3963
35,469,0,0,2,80,0,351,16,3232.0,5074.0,4409.1506
7,23,1,6,2,37,0,293,9,1109.0,3403.0,2544.652425
6,65,0,7,2,56,1,111,8,5088.0,7689.0,969.4470743999999
17,268,1,7,0,56,0,164,8,621.0,3073.0,1984.696128
32,467,1,6,0,90,0,217,14,5528.0,8456.0,7114.839424
33,451,1,1,0,40,0,302,6,5181.0,6894.666666666667,6065.4266
24,452,1,2,0,42,0,168,17,3920.0,5333.333333333334,4930.382304
36,165,1,0,0,99,0,367,17,2405.0,3772.0,3410.9152
41,230,1,0,1,23,0,358,15,8050.0,11238.0,9991.428825
2,106,1,2,0,36,0,140,15,706.0,8482.0,4729.037775
35,55,1,1,0,76,0,283,11,2151.0,9291.0,4177.1367
24,452,0,6,0,70,0,334,10,7481.0,10100.0,9041.9571
34,37,0,4,2,30,0,488,17,4972.0,6634.0,6285.117825
16,24,1,8,0,98,0,196,10,3169.0,4698.0,4073.9086079999997
1,104,1,2,0,76,0,125,13,766.0,3059.0,2019.5901
44,80,0,2,0,4,0,168,5,1649.0,3785.0,2886.071364
37,38,1,5,3,14,0,283,17,3403.0,7216.0,5600.969847
12,403,1,1,0,17,1,305,10,2242.0,3385.0,468.14968035
35,24,1,3,0,25,0,200,4,7910.0,9913.0,9092.27235
13,14,0,2,0,52,0,106,17,2763.0,4357.0,3648.54888
33,57,0,5,0,61,1,202,14,3774.0,7288.0,852.49989
26,58,1,4,0,26,0,455,5,3619.0,4584.0,4547.153625
44,469,0,3,0,21,0,269,4,5110.0,6831.0,6226.285275
25,452,1,7,0,27,1,131,7,5090.0,5102.0,932.95227375
12,3,0,4,0,86,1,526,14,2282.0,3373.0,496.3668864
17,452,1,0,0,43,0,408,17,7495.0,9960.0,9036.136224
8,23,0,6,1,61,0,291,7,2169.0,4251.0,3468.2175
20,209,1,6,0,89,0,264,5,2554.0,5582.0,4271.619968
45,90,1,5,0,15,0,240,12,866.0,3006.0,2178.102168
25,403,1,2,0,43,0,100,12,1827.0,3161.0,2580.369264
21,186,1,1,0,71,0,273,8,4682.0,7537.0,6323.5161
32,188,0,9,0,89,1,269,16,2779.0,4702.0,593.6485632
20,58,1,6,1,31,0,336,10,3071.0,4056.0,3893.30235
32,55,1,6,0,48,0,305,6,3581.0,7559.5,4712.783904
14,358,1,6,3,54,0,274,11,3413.0,11063.0,7471.832256000001
33,469,1,3,0,75,0,261,4,7973.0,11334.0,9819.1764
19,451,0,6,0,61,0,208,13,3664.0,4908.0,4454.5743
31,23,1,5,2,27,0,270,15,2359.0,5364.0,4126.946775
9,452,0,3,0,3,0,280,2,3269.0,4136.0,3982.841676
20,65,0,8,2,3,0,125,2,2374.0,4067.0,3345.805386
4,90,0,6,0,10,0,294,6,612.0,5204.0,1162.403748
39,447,0,1,0,53,0,282,7,4567.0,6341.0,5703.085152000001
8,124,0,1,0,69,1,321,7,3032.0,3904.0,563.027355
45,452,0,1,0,66,0,345,14,4855.0,6800.0,6118.8534
4,446,1,8,0,33,0,144,3,6465.0,5153.5,7564.770675
48,471,1,8,2,42,1,147,3,2225.0,3507.0,449.1856944
23,403,1,7,0,56,0,120,5,2660.0,3576.0,3218.8268160000002
5,152,1,3,0,90,0,241,9,3921.0,5586.0,4926.797568
48,452,1,3,0,93,0,249,7,4648.0,6331.0,5658.03392
45,275,1,8,0,56,0,106,6,1478.0,9195.0,5410.84752
6,256,0,4,0,48,0,633,13,2495.0,15064.0,9363.596976
12,65,0,2,2,1,0,149,7,3574.0,6841.0,5359.613985
14,57,1,5,0,60,0,259,12,2651.0,5868.0,4421.828775
38,443,0,9,0,91,0,287,15,4615.0,6475.0,5756.219392
33,3,1,7,0,27,0,100,7,1155.0,3248.0,2297.2824
9,186,0,8,2,66,0,191,4,3027.0,5311.0,4318.0533
25,106,1,4,0,72,0,561,17,1263.0,7539.0,4919.7852
38,106,1,4,0,60,0,624,7,653.0,7079.0,4391.624025
42,0,1,0,2,24,0,397,12,8914.0,11418.0,10548.761999999999
1,60,0,7,3,28,0,138,5,488.0,1089.0,924.572775
13,294,1,5,2,70,0,278,14,5615.0,11560.0,8788.7448
47,256,1,5,0,19,0,287,15,6221.0,26878.0,16859.633868
34,24,1,3,0,50,0,271,1,5211.0,19824.5,6677.131104
11,61,1,2,2,82,0,106,13,9209.0,12771.0,10950.301824
33,14,1,1,0,75,0,331,14,3200.0,8634.0,3830.2605
41,455,1,1,0,75,0,321,16,1313.0,4497.0,3198.3435
19,358,0,6,3,67,0,283,8,1681.0,18681.0,10367.4186
34,14,0,7,0,47,1,143,6,3672.0,5163.0,680.091876
40,358,1,1,3,27,0,225,8,3249.0,15935.0,9850.980825
48,358,0,1,3,66,0,308,7,1251.0,4040.0,2925.7965
45,188,1,1,0,56,0,322,13,2597.0,4083.0,3642.8754240000003
19,94,1,6,2,91,0,286,8,1305.0,14305.0,7980.639744
19,437,0,8,0,38,0,177,8,4440.0,5964.0,5369.7021
38,65,1,1,2,55,1,256,8,2746.0,5135.0,625.7399687999999
35,3,1,8,0,13,0,149,8,2808.0,6878.0,4995.370413000001
33,1,0,1,0,23,0,318,7,1509.0,4656.0,3394.15335
17,188,0,2,0,40,0,104,8,2576.0,3385.0,3017.4252
26,55,1,5,0,98,0,287,14,3223.0,5089.0,4384.7569920000005
16,74,1,6,0,6,0,262,5,2585.0,4021.0,3566.2933350000003
27,58,1,1,1,84,1,266,17,3128.0,4447.0,600.2215296
38,14,0,2,0,86,0,127,6,4001.0,5666.0,4891.92704
16,55,1,6,0,27,0,245,6,2357.0,4706.0,3769.17345
9,430,1,3,2,38,0,232,6,1695.0,2432.0,2290.99815
15,358,1,1,3,90,0,273,15,7852.0,14246.0,11175.294592
5,268,0,9,2,90,0,308,17,848.0,3598.0,2418.445568
27,58,1,1,0,65,0,343,15,5794.0,7428.0,6894.2808
15,149,1,6,0,76,0,317,9,7217.0,9660.0,8675.4591
9,55,0,3,0,58,0,284,2,2331.0,6550.0,4695.147504
15,61,0,0,2,23,0,359,13,11284.0,13762.0,12866.0343
35,294,0,8,2,54,0,142,5,1272.0,4412.0,2966.313312
3,74,1,8,0,1,0,163,1,2800.0,4132.0,3628.987065
43,30,1,5,0,49,0,286,14,1742.0,5403.0,3838.7736
32,175,0,9,0,25,0,243,16,6486.0,8613.0,7785.06855
8,58,1,6,0,52,0,263,14,4378.0,5886.0,5367.606048
37,3,1,4,0,28,0,607,14,2966.0,6268.0,5217.38385
44,14,1,2,0,22,0,101,8,4255.0,6392.0,5415.1881
45,236,0,3,0,48,0,280,7,1152.0,5983.0,3825.36
10,108,1,6,0,92,0,283,12,1715.0,2802.0,2507.5733760000003
36,23,1,3,2,76,0,299,5,2473.0,6418.0,4699.2528
31,294,1,6,2,27,1,293,5,2872.0,6310.0,731.1126375
4,55,1,9,0,16,1,238,13,4065.0,5515.0,5033.726577
26,65,1,1,2,63,0,296,7,5153.0,7305.0,6452.1864
43,268,0,0,2,80,0,355,12,1865.0,4724.0,3571.247375
20,451,0,9,0,23,0,237,10,3807.0,4553.0,4708.6788
19,447,1,9,0,74,0,298,13,2886.0,4382.0,3897.3528
40,14,0,4,0,50,1,472,16,2901.0,4182.0,599.0170968
16,101,0,0,0,96,0,358,17,1176.0,1826.0,1834.74368
39,268,1,3,2,1,1,233,4,1881.0,3399.0,431.0658891
27,186,0,9,0,58,0,278,17,3242.0,5267.0,4510.675728
47,83,1,9,1,17,0,266,13,4332.0,8405.0,6642.115722
40,3,0,8,0,5,0,133,11,1455.0,2475.0,2099.949984
26,167,1,0,0,33,0,376,13,4454.0,6442.0,5816.5023
38,320,1,5,0,81,0,220,16,1991.0,5750.0,4037.6976640000003
39,58,0,5,0,83,0,210,16,4797.0,6411.0,5739.119232
17,86,0,6,0,18,0,242,13,2195.0,3737.0,3211.538814
42,447,0,5,0,95,0,251,13,5780.0,10749.0,8404.280192
1,58,0,5,0,35,0,238,14,4399.0,5967.0,5414.68935
38,177,1,9,0,7,0,220,17,8301.0,14143.0,11459.933892000001
18,186,1,0,0,41,0,360,16,6568.0,9758.0,8481.429216
47,65,1,3,2,8,0,267,7,4739.0,7076.0,6178.022136
3,58,1,4,0,16,0,540,15,6762.0,9075.0,8469.532962000001
6,97,1,3,0,49,0,227,8,756.0,9593.0,5371.043904
27,469,1,2,0,4,0,142,6,3425.0,4668.0,4190.510907
24,447,1,8,0,26,0,132,11,2893.0,4396.0,3771.058725
5,211,0,3,0,53,0,284,2,1643.0,4816.0,2998.23768
8,454,0,3,0,99,0,253,6,2836.0,5236.0,4229.623552
4,15,1,2,2,35,0,134,8,2107.0,6666.0,4512.699975
49,268,1,8,2,6,1,146,6,1782.0,4609.0,501.4628487
30,469,0,8,0,81,0,188,3,3565.0,5126.0,4469.49888
42,443,1,1,0,1,0,267,16,3679.0,5452.666666666667,5105.719377
14,451,1,2,0,80,0,150,9,4971.0,5779.333333333333,6963.973925
37,443,0,6,0,55,0,317,11,4135.0,6106.0,5408.293968
22,14,0,4,0,100,0,563,11,3645.0,4769.0,4667.200825
30,358,1,2,3,75,1,108,12,3248.0,11788.0,1133.80047
29,65,1,6,2,15,0,319,13,3682.0,5647.0,4989.061044
29,55,1,3,0,61,0,227,1,2767.0,6196.0,4661.8605
47,65,1,6,2,90,0,298,13,5039.0,7031.0,6249.54176
25,57,0,3,0,72,0,246,2,2378.0,5062.0,3927.0726
3,453,1,7,0,93,0,111,8,2738.0,3817.0,3342.287872
15,462,1,7,3,62,0,111,9,3538.0,7064.0,5362.0776
26,447,0,6,0,32,0,277,11,1454.0,3503.0,2751.334425
49,437,1,9,0,46,0,226,17,3311.0,4711.5,4060.3960799999995
48,447,1,5,0,92,0,273,16,4309.0,5920.0,5316.47424
13,137,0,5,0,86,0,241,15,6405.0,13192.0,9909.41952
36,101,0,7,0,78,1,121,5,1390.0,1919.0,263.78500499999996
7,283,0,2,0,48,0,128,14,2724.0,7434.0,5180.739696
49,460,1,3,3,72,0,254,1,252.0,429.0,588.5847
15,268,0,5,2,36,0,263,15,1631.0,4655.0,3402.183225
42,3,0,1,0,70,0,312,6,2243.0,5517.0,3177.1476
28,58,0,0,0,54,1,384,16,4980.0,6379.0,905.0588136
12,58,0,1,1,61,1,269,10,4294.0,5934.0,800.134335
24,10,0,6,3,8,0,332,5,656.0,1229.0,1274.8425029999999
1,441,1,6,2,51,0,215,8,3885.0,4841.0,4552.168464
13,447,0,2,0,42,0,120,5,3309.0,7418.0,5451.068448
32,358,1,6,3,73,0,334,14,4691.0,11488.0,8350.4817
48,283,1,1,0,96,0,464,17,2924.0,8320.0,5637.375744
28,451,0,4,0,70,1,594,10,3842.0,5152.0,756.68175
16,121,0,2,0,58,0,154,15,917.0,2800.0,2002.3921440000001
47,35,1,5,0,75,0,276,12,1878.0,2931.0,2656.5561
19,104,1,8,0,34,1,176,8,1054.0,5710.0,532.77123375
47,21,0,2,0,50,0,134,5,1763.0,5697.0,3841.118496
40,458,0,8,0,59,0,149,8,6144.0,9231.0,7792.45704
11,350,0,1,1,26,0,348,5,3934.0,6436.0,5521.751025
44,14,1,3,0,28,0,214,7,6834.0,8921.0,8076.767475
37,14,0,2,0,22,0,118,17,6907.0,8532.0,7830.99345
8,14,1,0,0,61,0,397,14,4800.0,6862.0,6173.7984
19,448,1,3,0,58,0,224,1,5568.0,7253.0,3961.0932374999998
16,23,1,8,2,38,0,144,11,593.0,2621.0,1748.388075
35,262,1,1,1,50,0,331,10,2933.0,6035.0,4788.635328
16,111,1,1,1,77,0,335,15,1239.0,2318.0,2095.0083
39,146,0,2,2,87,0,147,7,1556.0,2323.0,2057.794816
44,104,1,5,0,58,0,292,17,1657.0,5827.0,4014.5016960000003
14,55,0,3,0,19,0,238,9,1903.0,3773.0,3078.2421449999997
30,198,1,4,0,29,0,620,17,2796.0,3359.0,3693.473175
11,220,1,9,0,42,0,220,16,3105.0,4961.0,4232.18952
38,3,0,3,0,64,0,290,8,1898.0,3581.0,3001.3731
5,294,0,5,2,58,0,283,14,2150.0,7672.0,5167.594368
9,57,1,1,0,47,0,312,14,4016.0,7774.0,6175.4724
42,14,1,9,0,34,0,235,12,2838.0,3824.0,3561.075
20,55,0,4,0,30,0,593,10,3899.0,5242.0,5155.149825
25,40,0,2,0,32,0,118,8,3632.0,4367.5,5269.922175
14,3,1,3,0,90,0,299,5,2701.0,3493.0,3348.62528
34,55,0,6,0,88,0,284,13,4498.0,6654.0,5782.7616
11,108,1,1,0,68,0,253,13,1793.0,3000.0,2626.0938
37,294,1,4,2,51,0,474,14,1297.0,9200.0,5693.17896
17,469,1,6,0,35,0,203,13,4821.0,6969.0,6090.39585
24,320,0,5,0,9,0,287,16,986.0,3483.0,2524.8274920000003
5,198,1,0,2,70,0,355,15,4262.0,6687.0,5779.3329
1,35,1,9,2,44,0,266,11,6607.0,12936.0,9983.9412
33,65,0,7,0,44,0,444,9,1049.0,3064.0,2156.45976
33,463,0,4,0,8,0,623,14,1956.0,4971.0,4090.940865
43,11,1,7,3,79,0,139,7,672.0,1290.0,1109.4831
5,93,0,0,2,3,0,362,12,1552.0,4386.0,3334.226544
39,268,0,1,2,77,0,256,12,940.0,3253.0,2331.4698
25,423,1,3,0,44,0,281,6,3560.0,7890.0,5970.979584000001
20,443,1,3,0,8,0,234,2,3302.0,5302.0,4536.406314
30,443,1,8,0,72,0,188,3,3788.0,4754.0,4415.6772
4,58,1,0,0,29,0,357,16,6762.0,9718.0,8588.65455
49,65,1,4,2,49,0,627,7,3433.0,5392.0,5010.317424
11,24,1,6,0,9,1,296,7,6924.0,9180.0,1252.9206954
1,139,0,8,0,26,0,132,2,2823.0,5754.0,4410.3066
5,256,1,1,0,56,0,260,10,3526.0,24894.0,14391.511056
35,94,1,1,0,20,0,331,17,805.0,5759.0,3537.16195
33,24,1,8,0,69,0,127,5,5725.0,7478.0,6664.482
9,443,1,4,0,49,0,497,5,3521.0,5107.0,4782.355775999999
32,23,0,0,0,82,0,369,11,2480.0,3949.0,3535.386624
30,83,0,2,1,10,0,120,10,4769.0,9881.0,7451.574768
44,204,1,1,0,5,0,322,14,3589.0,9931.0,7090.750854000001
29,443,1,3,0,44,0,207,8,3740.0,5177.0,4639.187952
2,176,0,5,0,35,0,286,15,2327.0,4234.0,3562.49145
32,100,1,3,0,62,0,233,7,1112.0,3465.0,4807.8851625
34,446,1,1,0,33,0,266,12,4612.0,6979.0,6053.278875
10,358,1,0,3,11,0,375,12,3919.0,16124.0,10407.489147
49,268,0,8,2,21,0,172,8,1829.0,4134.0,3148.000275
33,451,0,4,0,73,0,224,10,4556.0,6196.0,5960.1762
38,23,0,9,2,81,1,277,10,3372.0,11447.0,1137.4676544000001
23,58,1,6,0,41,0,214,8,3348.0,4566.0,4205.084112
6,268,1,8,2,52,0,152,9,1738.0,4744.0,3374.186112
24,57,0,2,0,80,1,150,7,3318.0,7839.0,840.51315
3,141,1,0,0,36,0,368,14,2497.0,3378.0,3301.335975
39,444,1,2,1,82,0,114,17,4674.0,6165.0,5462.894976
24,69,1,9,0,13,0,283,15,1876.0,7690.0,5072.662683
25,451,1,9,0,96,0,281,10,3627.0,5097.0,4580.438016
7,113,1,6,0,64,0,271,12,895.0,4778.0,3079.7909999999997
50,458,1,2,0,78,0,139,5,7517.0,9580.0,8604.8523
6,105,1,6,0,65,0,301,14,612.0,3078.0,2127.0942
8,452,0,5,0,62,0,225,17,3040.0,2634.5,3935.1114
34,147,1,7,2,65,0,144,7,945.0,2191.0,1695.969
34,94,0,3,0,31,0,266,1,1075.0,5670.0,3629.7429
29,137,1,0,0,40,0,391,17,5032.0,17946.0,11631.790575
12,57,1,5,0,21,0,250,16,2796.0,7283.0,5284.3161
23,113,0,6,0,37,0,267,9,1240.0,3234.0,2499.744975
25,452,1,0,0,49,0,354,14,3769.0,5044.0,4736.163312
18,441,0,0,0,34,0,399,15,3402.0,4879.0,4534.345725
12,70,1,4,2,53,0,495,5,889.0,2592.0,2222.057232
42,443,1,7,0,56,0,475,8,3766.0,5514.0,4724.279856
49,39,1,4,3,8,0,455,5,3711.0,12580.0,8603.709543
47,358,1,5,3,87,0,290,16,3273.0,14835.0,9223.727744
22,74,1,8,0,87,1,167,5,7935.0,10961.0,1422.1794048
41,441,1,5,0,46,0,262,13,3529.0,9266.666666666666,4995.015984000001
19,87,1,2,0,71,0,142,9,4415.0,7572.333333333334,5300.1531
43,191,0,3,2,81,0,244,10,3594.0,5878.0,4908.751232
49,447,0,2,0,26,0,108,11,3100.0,3906.0,3605.812875
12,3,0,6,0,26,0,202,8,3899.0,6380.0,5332.245975
10,156,1,9,0,32,1,281,10,6242.0,8596.0,1153.2227175
20,320,0,5,0,64,0,299,14,12449.0,15235.0,14018.7762
45,103,0,2,1,99,0,137,14,10430.0,9766.0,12653.093376
43,58,0,4,1,87,0,594,14,3141.0,4297.0,4256.027776
19,1,0,0,0,80,1,373,13,226.0,3941.0,360.58166625
