,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
2707,7,460,1,9,3,59,0,256,11,858.0,1946.0,1648.918944
2708,48,58,0,9,0,83,0,277,16,6193.0,7977.0,7267.163904000001
2709,47,115,1,1,0,96,0,341,9,1237.0,1679.0,1774.385536
2710,34,283,1,3,2,60,0,207,2,1826.0,2886.0,2499.771494
2711,46,100,1,5,0,12,0,290,17,1993.5,3922.0,3225.157452
2712,49,3,1,0,0,97,0,374,13,2161.0,2955.0,2893.061248
2713,7,448,1,9,0,1,0,219,16,4242.0,6748.0,5722.217721
2714,25,205,0,3,0,23,0,209,7,2434.0,4841.5,3057.83625
2715,30,35,0,4,0,8,0,479,11,2116.0,2935.0,3006.979272
2716,46,55,0,3,0,37,0,259,9,2215.0,3075.0,2899.11405
2717,14,55,1,5,0,24,0,266,15,1237.0,2853.0,2308.284825
2718,37,452,0,7,0,64,0,114,8,5821.0,7028.0,6478.2036
2719,2,14,1,4,0,19,0,615,16,2989.0,4068.0,4148.735085
2720,40,416,1,2,2,10,0,149,14,4289.0,11754.0,8180.911827
2721,41,57,1,8,0,22,0,107,11,2095.0,5181.0,3739.6275
2722,4,268,0,8,2,27,0,158,3,1850.0,4707.0,3428.8863
2723,21,65,1,7,2,30,0,140,6,4320.0,5966.0,5272.874775
2724,31,458,0,9,0,70,0,240,12,6178.0,9019.0,7769.1438
2725,36,90,1,3,0,34,0,252,3,795.0,2203.0,1747.071375
2726,45,137,0,6,0,91,0,330,12,3217.0,8623.0,6166.99776
2727,49,14,0,2,0,8,0,161,6,4301.0,5736.0,5181.991749
2728,36,24,0,0,0,20,0,362,12,6188.0,9056.0,7813.304125
2729,6,23,1,1,2,18,0,334,5,6450.0,13452.0,10288.951002
2730,12,1,0,0,0,67,0,361,15,372.0,4078.0,2563.4466
2731,44,451,1,1,0,12,0,310,12,3780.0,4966.0,4687.781175
2732,7,137,1,5,0,46,1,265,12,11347.0,14752.0,1986.7270464
2733,19,358,1,4,3,10,0,631,6,1526.0,14768.0,8782.011711
2734,47,100,1,9,0,59,0,280,12,1936.0,8325.0,5381.993375999999
2735,29,14,1,7,0,92,0,113,8,6641.0,8796.0,7724.807551999999
2736,23,186,1,4,2,18,1,620,6,2177.0,2862.0,471.10438485
2737,11,320,0,4,0,83,0,582,15,3920.0,11345.0,8107.49632
2738,34,437,1,3,0,34,0,265,8,4523.0,6517.0,5774.94645
2739,14,94,1,1,2,73,1,271,15,5203.0,12014.0,1320.5228849999999
2740,31,358,1,4,3,77,0,575,15,7805.0,11828.0,10302.1578
2741,48,450,1,8,0,91,1,199,3,1388.0,4888.0,493.4810496
2742,23,24,0,3,0,8,0,284,9,6028.0,7671.0,7138.9460340000005
2743,28,103,1,1,1,53,0,341,17,10944.0,15648.0,13572.17856
2744,32,55,1,9,0,62,0,285,11,3897.0,5100.0,4740.5655
2745,3,358,0,1,3,36,0,254,5,3867.0,13574.0,8956.41285
2746,1,58,1,0,0,68,0,376,17,6426.0,8180.0,7614.5058
2747,48,35,1,4,2,2,0,470,12,1128.0,3097.0,2584.781496
2748,15,1,0,8,0,7,0,173,5,1644.0,3426.0,2708.999073
2749,28,192,1,5,0,64,0,205,16,2770.0,8714.0,5896.6281
2750,36,469,1,1,0,26,1,345,7,3811.0,5440.0,744.1958475
2751,43,236,1,4,0,76,1,563,13,1718.0,10729.0,1008.996615
2752,1,126,0,6,0,86,0,237,14,1829.0,2483.0,2361.517312
2753,17,114,1,4,0,6,0,489,10,701.0,3511.0,2596.850289
2754,42,57,0,8,0,30,0,137,8,2060.0,4235.0,3278.80245
2755,20,137,0,6,0,46,0,318,5,3279.0,6489.0,5171.131584000001
2756,10,188,0,0,0,38,0,371,15,2522.0,3756.0,3505.923225
2757,31,23,1,9,2,42,0,276,14,4797.0,17211.0,11223.119376
2758,13,268,0,7,0,46,0,140,6,1418.0,8513.0,5075.785728
2759,43,452,1,3,0,19,0,298,5,5583.0,8006.0,7095.190409999999
2760,38,115,1,0,0,45,0,358,14,1314.0,2067.0,2037.744432
2761,9,452,1,1,0,36,0,310,10,3701.0,5547.0,4926.27345
2762,6,471,1,0,1,65,0,363,11,2027.0,3272.0,2985.2559
2763,2,256,1,2,0,72,0,117,12,4516.0,15632.0,10101.0591
2764,33,128,1,5,1,12,0,270,14,868.0,3340.0,2376.712305
2765,3,152,1,3,0,92,1,282,9,1994.0,2899.0,403.706688
2766,26,113,0,6,0,92,0,328,5,1565.0,4035.0,3084.33664
2767,18,3,1,1,0,73,1,287,6,1363.0,2479.0,328.058775
2768,18,23,0,3,2,85,1,265,8,1207.0,3491.0,386.73169920000004
2769,36,58,0,6,0,13,0,307,8,3669.0,4662.0,4474.972458
2770,33,452,0,6,0,54,0,232,9,6698.0,9105.0,8088.510095999999
2771,22,24,0,2,0,56,0,155,6,5439.0,8150.0,6909.077087999999
2772,29,23,1,1,2,53,0,261,8,3896.0,21198.0,12736.004544
2773,17,268,0,5,2,6,0,293,12,1948.0,3966.0,3253.224645
2774,37,198,0,2,0,93,0,167,10,2807.0,4277.0,3659.079424
2775,44,11,0,4,3,39,0,518,9,452.0,1503.0,1492.63905
2776,47,55,1,7,0,81,0,114,6,1200.0,2556.0,1964.428928
2777,37,204,0,9,0,89,0,280,14,4274.0,7303.0,5989.09696
2778,5,446,0,7,0,32,0,118,6,4321.0,6450.0,5492.963175
2779,45,23,1,5,2,73,0,267,13,2196.0,5250.0,3954.8916
2780,18,3,0,5,0,68,0,215,17,1956.0,2828.0,2584.9593
2781,1,162,0,1,1,61,0,295,6,4235.0,5743.0,5234.1201
2782,39,454,0,3,0,1,0,269,7,1349.0,6608.0,2502.309744
2783,5,65,0,7,2,63,0,144,5,5272.0,7473.0,6454.4931
2784,4,450,1,2,0,61,0,151,10,975.0,7732.0,2867.2776
2785,33,451,0,5,0,93,0,265,14,5901.0,7991.0,7116.741631999999
2786,2,70,1,2,2,8,0,170,10,2039.0,7173.0,4780.131939
2787,5,98,1,4,0,57,0,609,10,1014.0,9241.0,2215.847232
2788,17,358,1,3,3,39,0,221,9,3695.0,11309.0,7710.425625
2789,38,3,1,3,0,64,0,291,8,3068.0,5815.0,4688.6895
2790,29,447,1,4,0,95,0,578,12,6209.0,7616.0,7390.817279999999
2791,46,192,0,0,0,9,1,370,12,2253.0,6459.0,709.61353155
2792,37,57,0,9,0,28,0,237,16,3098.0,4580.0,4432.11195
2793,20,114,1,0,0,71,1,366,16,1589.0,2701.0,373.392855
2794,17,443,0,4,0,26,0,623,13,3168.0,4372.0,4386.90525
2795,47,358,0,7,3,37,0,125,5,5421.0,12644.0,9139.11495
2796,17,3,0,6,0,42,0,240,5,1776.0,2696.0,2461.266432
2797,34,24,1,8,0,61,0,191,1,5905.0,8430.0,7285.6278
2798,29,358,1,4,3,98,0,602,10,3911.0,12854.0,8863.382528
2799,28,452,1,5,0,20,0,276,15,2873.0,9938.0,3600.719
2800,20,452,0,7,0,50,0,124,7,3481.5,7022.0,6214.759344
2801,20,452,0,1,0,12,0,306,6,4090.0,5522.0,5114.368512
2802,3,65,0,1,2,17,0,307,15,2303.0,3841.0,3383.271639
2803,17,220,1,4,0,57,0,584,8,3193.0,3050.5,4356.975743999999
2804,26,146,1,2,2,93,1,128,8,1407.0,2260.0,290.2054848
2805,21,86,1,4,0,21,0,637,15,1984.0,2874.0,3061.9659
2806,25,39,1,1,3,11,0,337,8,11625.0,19161.0,15740.735768999999
2807,26,441,1,8,2,88,0,146,3,4811.0,7067.0,5999.130368
2808,16,469,1,5,0,63,0,176,15,5075.0,6966.0,6186.0447
2809,29,469,0,3,0,96,1,206,1,3546.0,4961.0,659.3560512
2810,39,403,0,7,0,47,1,104,8,3304.0,4177.0,573.4299096
2811,5,173,1,3,2,30,0,299,11,7793.0,11155.0,9749.515125
2812,42,441,0,4,2,68,0,519,15,3539.0,4551.0,4524.3693
2813,44,452,0,8,0,97,1,120,3,6096.0,8246.0,1078.219296
2814,38,453,1,7,0,74,1,118,8,3381.0,4727.0,620.084025
2815,12,14,1,1,0,5,1,334,13,4315.0,6463.0,859.41554985
2816,30,23,0,2,2,96,0,463,5,2323.0,6293.0,4392.9670399999995
2817,50,3,1,4,0,19,0,593,13,1138.0,2802.0,2565.303444
2818,19,268,0,4,2,19,0,562,5,1003.0,3935.0,3031.926777
2819,7,447,1,0,0,51,0,379,12,4204.0,9272.0,7079.489423999999
2820,14,1,1,1,0,17,0,299,11,1048.0,2591.0,2120.28795
2821,8,358,1,2,3,45,1,141,10,4591.0,14168.0,1420.3333152
2822,21,452,0,2,0,38,0,104,8,6018.0,8680.0,7440.2328
2823,26,3,1,7,0,17,0,140,6,2359.0,3003.0,2822.327739
2824,19,55,0,5,0,99,1,226,15,2803.0,6792.0,743.738688
2825,51,469,0,6,0,99,0,321,14,3196.0,9280.0,4018.5376
2826,19,39,1,5,3,55,0,225,15,3704.0,11768.0,7921.57536
2827,25,469,1,3,0,38,1,274,1,4298.0,6128.0,821.0701799999999
2828,10,24,0,0,0,35,1,364,11,4389.0,6418.0,863.85096
2829,50,108,1,1,0,25,0,310,17,2277.0,3686.0,3288.328575
2830,36,3,0,7,0,13,0,126,6,1678.0,2807.0,2369.613015
2831,11,23,1,8,2,15,1,101,6,5316.0,11871.0,1304.8185050999998
2832,8,23,1,3,2,13,0,235,3,6565.0,12390.0,9714.368466
2833,5,103,1,5,0,36,0,284,15,1307.0,6380.0,4122.936825
2834,7,14,0,0,0,21,0,375,11,5420.0,7223.0,6686.691375
2835,49,457,0,2,3,17,0,136,14,8558.0,15329.0,12095.010378
2836,15,126,1,4,0,54,0,616,17,1008.0,1364.0,1792.474272
2837,43,111,1,5,0,47,0,209,13,4584.0,8100.0,6517.260864
2838,24,256,1,3,0,86,0,234,5,1471.0,6471.5,5729.578624
2839,38,469,0,6,0,83,1,269,14,3669.0,4843.0,669.8571264
2840,42,23,1,2,2,70,0,166,16,1096.0,2790.0,2090.9889
2841,50,37,1,2,2,34,0,130,6,7836.0,9969.0,9015.2454
2842,13,256,1,8,0,32,1,146,3,2658.0,16972.0,1490.8545225
2843,31,55,0,5,0,20,0,273,13,1104.0,2414.0,1988.518475
2844,15,204,1,0,0,19,0,387,14,3829.0,6970.0,5793.480594
2845,15,3,1,5,0,29,0,277,16,1736.0,2584.0,2434.35885
2846,43,24,0,9,0,42,1,239,12,5064.0,6332.0,885.8699136
2847,7,23,0,4,2,73,0,618,5,3182.0,9378.0,6832.1286
2848,13,73,1,3,0,3,0,248,9,1369.0,2063.0,1965.343446
2849,12,268,1,1,2,25,1,341,15,1682.0,3734.0,456.81410250000005
2850,25,389,1,5,1,65,0,214,12,2260.0,3448.0,4273.632488249999
2851,39,218,0,0,3,13,0,398,14,5482.0,9883.0,8090.450873999999
2852,49,437,0,0,0,65,0,373,17,7181.0,10294.0,9034.0965
2853,10,358,1,0,3,72,0,354,12,4031.0,18519.0,11526.1047
2854,21,320,0,2,0,96,0,152,15,1373.0,4098.0,2849.9609600000003
2855,32,165,1,5,0,11,0,232,15,3486.0,4529.0,4245.085449
2856,44,65,0,1,2,17,1,260,7,2848.0,4781.0,611.51434245
2857,24,124,0,1,0,8,0,290,7,2374.0,3207.0,3082.141755
2858,11,23,1,8,1,5,0,191,10,3825.0,7100.0,5658.394104
2859,10,294,1,8,2,43,0,102,11,2475.0,4311.0,3476.3381280000003
2860,50,149,0,3,0,45,0,262,8,5432.0,8268.0,7071.25248
2861,14,101,1,8,0,93,0,175,6,1666.0,2272.0,2114.2894079999996
2862,42,132,0,7,0,74,0,124,9,1788.0,10223.0,6073.5509999999995
2863,28,103,1,3,1,4,1,290,1,4159.0,7028.0,882.5207391000001
2864,46,37,0,2,0,82,0,107,11,3766.0,5056.0,4457.720960000001
2865,14,55,0,9,0,13,0,234,17,2587.0,4384.0,3725.057457
2866,12,83,1,2,0,27,0,174,7,919.0,2478.0,1869.005775
2867,8,450,0,1,0,92,1,261,9,1965.0,12950.0,1142.0950464000002
2868,47,55,0,2,0,89,0,137,6,1256.0,1765.0,1624.672896
2869,50,23,1,7,1,53,0,133,5,3966.0,1716.0,1566.132192
2870,46,58,1,2,0,33,1,130,14,6676.0,9908.0,1261.87889625
2871,48,198,0,8,0,10,0,111,9,2583.0,3656.0,3232.9866690000003
2872,43,23,0,4,0,36,0,628,5,4038.0,7477.0,6372.40905
2873,16,1,0,7,0,16,0,124,6,921.0,3337.0,2254.054572
2874,33,451,1,3,0,32,0,245,2,8513.0,11821.0,10387.994925
2875,8,198,0,8,0,48,0,101,11,2224.0,3163.0,2779.556256
2876,7,24,1,7,0,19,0,129,7,4140.0,5309.0,4856.324318999999
2877,21,3,1,7,0,49,0,121,6,3152.0,4814.0,3592.46016
2878,32,441,1,0,0,88,0,352,11,3173.0,4319.0,4043.0494719999997
2879,10,162,0,4,1,88,0,505,17,3632.0,5022.0,4769.673215999999
2880,50,23,0,7,2,49,0,104,5,1150.0,2583.0,1958.812848
2881,44,452,1,2,0,46,0,170,6,6653.0,9200.0,8049.4119359999995
2882,39,437,0,0,0,100,0,374,12,2377.0,3371.0,3178.292375
2883,12,63,0,0,1,98,1,390,17,2292.0,7315.0,769.0148928
2884,1,447,0,6,0,44,0,225,7,4464.0,9483.0,5655.1627839
2885,34,451,1,6,0,35,0,332,10,8865.0,11586.0,10541.310675
2886,23,97,1,0,0,69,0,384,14,976.0,9405.0,5525.9523
2887,43,198,1,3,2,92,0,209,5,4064.0,5457.0,4900.284928
2888,8,350,1,8,1,56,0,190,10,5628.0,8934.0,7430.419008
2889,32,80,1,6,0,1,0,279,8,1722.0,4733.0,3508.729092
2890,24,441,1,4,0,67,0,602,11,5328.0,7101.0,6755.1066
2891,7,162,0,4,1,31,0,547,13,9039.0,13134.0,11618.790225
2892,23,358,0,2,3,27,0,141,12,3748.0,13546.0,8776.38405
2893,17,65,0,4,2,21,1,472,9,3783.0,5861.0,792.7641225
2894,29,423,1,6,0,14,0,305,10,2717.0,7305.0,5320.477899
2895,20,121,1,8,0,47,1,103,9,1165.0,3623.0,372.473316
2896,36,65,1,8,2,68,0,152,1,5013.0,8964.0,7069.7880000000005
2897,25,105,0,0,0,6,0,399,11,976.0,2152.0,1964.5235280000002
2898,28,198,1,1,2,80,0,271,6,2202.0,3057.0,2836.7832
2899,28,441,1,5,2,20,0,225,14,3652.0,5237.0,4570.5163
2900,1,358,1,0,3,78,0,174,15,2007.0,9279.0,5969.1654
2901,19,39,1,7,3,51,0,123,6,1536.0,5504.0,3621.781296
2902,37,199,0,8,2,45,0,163,7,4505.0,7584.0,6171.974928000001
2903,22,17,1,9,0,94,0,284,12,6008.0,8704.0,7538.686848
2904,5,1,1,0,0,52,0,360,17,2171.0,6018.0,4432.906656
2905,43,447,0,5,0,79,0,246,14,3915.0,8411.0,6353.4537
2906,3,58,0,3,0,91,0,231,11,3239.0,4779.0,4239.666816
2907,27,55,1,3,0,9,0,216,8,1454.0,3471.0,2680.2019530000002
2908,23,24,1,6,0,55,0,274,7,4659.0,5941.0,5542.012656
2909,19,441,1,6,2,90,0,222,8,4097.0,6624.0,5506.3402240000005
2910,8,63,1,6,1,8,0,294,14,2998.0,18623.0,11118.518037
2911,4,315,1,5,2,32,1,221,17,3496.0,4666.0,644.7251474999999
2912,46,90,0,2,0,15,0,155,17,1398.0,2096.0,1904.7795030000002
2913,7,0,1,9,2,96,0,212,12,8872.0,12437.0,10722.628224
2914,38,30,1,4,0,76,1,487,13,3255.0,4124.0,620.92305
2915,13,55,0,3,0,13,0,231,6,3780.0,4800.0,4523.117643
2916,28,24,0,4,0,40,0,473,16,3657.0,4864.0,4633.6628
2917,10,452,1,7,0,46,0,129,8,6067.0,8009.0,7126.725168000001
2918,48,467,1,1,0,6,0,273,9,4358.0,6184.0,5548.185125999999
2919,7,90,1,2,0,100,0,172,10,840.0,3460.0,2271.856625
2920,32,115,1,7,0,15,0,129,5,1714.0,2547.0,2260.343943
2921,10,103,0,3,1,89,0,237,2,10520.0,15398.0,13008.530304
2922,48,58,1,6,0,72,0,338,13,4482.0,6404.0,5730.1992
2923,33,141,1,3,0,73,0,210,5,2502.0,3756.0,3307.1544
2924,8,62,1,3,0,39,0,211,8,4870.0,9060.0,7163.616075
2925,44,70,1,5,2,100,0,253,15,1095.0,2538.0,2025.59505
2926,9,452,0,9,0,19,0,215,11,1026.0,1423.0,1440.705915
2927,41,452,1,7,0,42,0,138,8,3700.0,5616.0,4769.011728
2928,36,23,1,1,2,60,0,329,6,2654.0,7232.0,5156.283175
2929,13,268,1,3,2,93,0,275,1,998.0,2802.0,2143.867264
2930,40,177,1,1,0,42,0,332,14,5647.0,12561.0,9388.278
2931,33,55,1,7,0,69,0,123,7,2548.0,10916.666666666666,3302.3925
2932,8,452,0,7,0,40,0,107,7,7062.0,9272.333333333334,8600.61195
2933,14,23,0,3,2,57,0,253,2,1518.0,7628.0,4796.017776
2934,48,114,0,5,0,48,0,217,14,972.0,3677.0,2528.4636
2935,2,423,0,2,0,68,0,126,16,3799.0,7939.0,5944.3461
2936,18,469,0,2,2,16,0,115,16,3679.0,4558.0,4239.665991
2937,10,458,1,7,0,6,1,113,5,7473.0,9757.0,1309.71551535
2938,16,93,0,7,2,16,0,130,8,2723.0,5311.0,4149.794979
2939,2,58,1,9,0,40,0,224,11,5132.0,6525.0,5922.584525
2940,50,239,1,7,0,25,0,100,6,5864.0,7806.0,6921.75225
2941,47,55,0,4,0,50,0,518,6,1744.0,3892.0,3316.328784
2942,4,152,0,2,0,13,0,127,7,2069.0,2984.0,2655.004473
2943,34,57,0,4,0,94,0,550,16,4173.0,7463.0,6285.476736
2944,10,268,1,8,2,91,0,160,1,1800.0,3819.0,2927.015168
2945,34,3,1,2,0,95,0,115,14,1615.0,2922.0,2352.311808
2946,9,469,1,8,2,38,0,191,11,3577.0,5317.0,4631.282775
2947,39,90,0,2,0,25,1,116,15,714.0,5798.0,182.34050625
2948,6,452,1,1,0,38,0,343,7,4545.0,6279.0,5744.393025
2949,41,13,1,9,3,67,0,290,15,338.0,2339.0,1614.2049
2950,43,24,0,9,0,88,0,251,17,3847.0,4784.0,4507.976704
2951,15,23,1,3,1,52,0,204,6,2994.0,5931.0,4639.297248
2952,45,13,1,9,3,95,0,207,12,414.0,5333.0,1664.954368
2953,6,100,1,9,0,32,0,245,10,3276.0,4735.0,4243.873725
2954,9,452,1,6,0,41,0,320,5,5679.0,7673.0,6954.544223999999
2955,12,3,1,9,0,9,0,201,11,1781.0,2563.0,2375.152461
2956,30,3,0,8,0,84,0,109,5,1579.0,3418.0,2571.1839999999997
2957,39,93,1,1,1,46,0,313,5,989.0,4332.0,2955.791088
2958,14,62,1,2,0,98,0,118,5,3176.0,9888.0,6557.462912
2959,39,55,1,4,0,93,0,604,10,3915.0,5331.0,5156.284672
2960,31,23,1,8,2,10,0,129,4,1075.0,3953.0,2643.745599
2961,22,23,0,2,2,100,0,145,11,2418.0,5936.0,4229.241725
2962,27,443,1,6,0,45,0,306,13,3960.0,5394.0,4957.149888
2963,17,60,1,5,3,62,1,215,17,181.0,2634.0,241.296165
2964,48,294,1,4,2,36,0,494,12,949.0,1795.0,1862.980875
2965,17,87,1,1,0,11,0,266,6,4626.0,2612.5,5544.115533
2966,23,55,0,6,0,100,0,234,12,1988.0,3430.0,2879.959375
2967,4,358,1,5,3,86,0,256,14,9829.0,14545.0,12280.635136
2968,30,58,1,2,0,1,0,119,16,4888.0,5972.0,5557.134231
2969,30,342,1,8,0,64,0,120,5,1258.0,7356.5,2515.3029
2970,13,423,1,5,0,95,0,251,17,2758.0,8741.0,5923.7221119999995
2971,5,458,1,7,0,46,0,120,6,6775.0,10051.0,8483.40648
2972,10,283,1,2,0,8,0,134,14,1994.0,4455.0,3362.6736990000004
2973,20,101,0,5,0,81,0,241,16,1149.0,1721.0,1654.13248
2974,14,186,0,1,0,98,0,336,13,2457.0,3219.0,3131.9312640000003
2975,17,14,1,9,0,96,0,220,12,3424.0,4406.0,4080.0883200000003
2976,2,24,1,3,0,85,0,223,9,4113.0,5792.0,5105.368576
2977,47,452,0,0,0,5,0,355,14,5661.0,8197.0,7292.97063
2978,35,58,0,5,1,95,0,214,13,3151.0,4522.0,3997.0909439999996
2979,45,186,0,6,0,5,0,225,7,3390.0,5098.0,4471.522803
2980,33,63,1,5,1,16,0,264,14,2669.0,8223.0,5717.048238
2981,48,139,1,2,0,93,1,163,5,1502.0,6438.0,611.3169216
2982,35,469,1,2,0,19,0,101,14,3560.0,5173.0,4473.162639
2983,39,447,1,8,0,23,0,241,10,1208.0,3696.0,2566.018875
2984,38,23,0,0,2,77,0,381,14,1125.0,3923.0,2879.4447
2985,6,358,0,0,3,32,1,391,11,3662.0,15447.0,1489.66799625
2986,16,452,1,0,0,1,1,353,12,5041.0,7160.0,969.0260877000001
2987,21,65,1,8,2,66,0,126,3,4819.0,7190.0,6070.977
2988,37,358,1,8,3,34,0,157,2,3511.0,12674.0,8230.4922
2989,27,436,1,5,0,96,0,241,15,3278.0,5351.0,4496.277632
2990,26,76,1,9,0,86,0,260,10,6200.0,8538.0,7543.161472
2991,46,447,0,5,0,54,0,280,15,4697.0,6515.0,5856.685775999999
2992,43,14,1,1,0,85,1,347,16,2832.0,3909.0,550.3920576
2993,13,447,1,8,0,10,0,115,8,5283.0,7954.0,6738.116120999999
2994,7,11,0,9,3,46,0,197,13,377.0,1358.0,1089.611568
2995,33,452,1,1,0,39,0,279,13,4068.0,5330.0,4971.649725
2996,42,358,0,0,3,16,1,384,15,2911.0,11380.0,1130.9198967
2997,26,3,1,6,0,86,0,284,14,1882.0,3097.0,2737.0013440000002
2998,48,93,0,4,2,32,0,536,9,3150.0,5495.0,4850.234025
2999,9,14,0,2,0,73,0,134,7,6097.0,8363.0,7295.3694
3000,20,268,0,9,2,33,0,277,15,1701.0,4957.0,3601.962525
3001,46,124,1,8,0,44,0,124,2,2430.0,3425.0,3032.556624
3002,11,451,0,6,0,87,1,203,13,5188.0,7227.0,948.9213888
3003,8,97,1,3,0,72,1,229,1,598.0,7452.0,631.7784
3004,22,104,1,5,0,57,0,284,16,1887.0,5376.0,3896.2136159999995
3005,11,57,0,3,0,10,0,226,6,2910.0,4600.0,3982.851675
3006,45,65,1,5,2,82,0,203,14,7468.0,10938.0,9283.248128
3007,11,115,0,4,0,76,1,598,7,1260.0,1727.0,310.743675
3008,42,186,1,4,2,86,0,460,14,2824.0,4220.5,3770.619776
3009,34,188,1,2,0,35,0,163,11,4141.0,6714.0,5582.478825
3010,30,23,1,9,2,62,0,203,11,2499.0,10303.0,6544.9296
3011,45,24,1,6,0,8,1,345,12,5013.0,7131.0,963.54713565
3012,29,70,1,9,2,32,0,258,10,1001.0,3035.0,2272.32495
3013,41,186,0,4,0,92,0,581,10,3837.0,5485.0,5171.108096
3014,43,55,1,9,0,20,0,289,14,1555.0,2288.0,2163.393225
3015,1,55,1,7,0,87,0,130,5,4120.0,5703.0,4971.326975999999
3016,17,58,0,6,0,9,1,304,5,5354.0,6661.0,947.0802825
3017,45,162,1,8,1,72,1,189,6,4877.0,7095.0,917.520615
3018,38,186,0,8,0,94,0,124,4,5891.0,9354.0,7637.95648
3019,22,94,1,1,2,3,0,297,7,646.0,4786.0,3014.5985100000003
3020,15,423,1,2,0,15,0,140,17,2691.0,7729.0,5358.324114
3021,35,23,1,9,2,3,0,282,17,4819.0,11778.0,8593.750539
3022,13,0,1,9,0,80,0,258,17,4953.0,11110.0,8116.329125
3023,39,58,1,5,0,11,0,283,17,3148.0,4592.0,4159.164042
3024,49,177,1,4,0,62,0,609,15,3563.0,10104.0,7378.2225
3025,7,55,0,6,0,6,1,225,5,2941.0,5964.0,701.88930405
3026,29,450,1,1,0,63,1,310,6,1361.0,6216.0,608.964345
3027,29,294,0,5,2,65,0,228,14,3397.0,4901.0,4338.9819
3028,15,93,1,6,2,78,1,237,9,2359.0,5605.0,627.05313
3029,14,24,0,2,0,31,1,100,7,5642.0,7051.0,965.2218975
3030,37,3,1,8,0,86,0,116,2,1965.0,3592.0,2853.3711359999998
3031,5,149,0,9,0,64,0,167,17,6006.0,8257.0,7350.3738
3032,22,3,1,3,0,30,0,218,9,2586.0,5398.0,4203.056025
3033,49,441,1,7,2,3,0,109,8,4407.0,6382.0,5507.269218
3034,51,469,1,3,0,90,0,251,2,3605.0,4590.0,4286.689792
3035,24,24,0,4,0,95,1,582,9,4372.0,6867.0,917.5778303999999
3036,33,165,0,9,0,63,0,201,16,2611.0,5293.0,4117.7268
3037,16,423,0,3,0,99,0,213,2,2788.0,9149.0,6093.659264
3038,4,423,0,4,0,93,0,643,11,2468.0,7593.0,5597.251968
3039,28,23,0,9,2,59,0,266,13,1844.0,4998.0,3667.8247200000005
3040,38,83,1,2,1,91,0,109,14,4560.0,9507.0,7049.356159999999
3041,22,268,1,6,2,2,0,243,5,2409.0,5309.0,4103.519607
3042,44,0,1,8,0,40,0,136,10,8888.0,11775.0,10242.078825
3043,23,58,0,3,1,1,0,242,1,3043.0,4452.0,3989.4710130000003
3044,18,283,1,0,0,89,0,356,11,809.0,4999.0,3216.200064
3045,10,3,1,5,0,90,0,284,16,1461.0,2428.0,2199.474816
3046,28,1,1,2,0,15,0,150,5,1413.0,4309.0,3012.128757
3047,46,441,1,0,2,11,0,361,12,4665.0,6554.0,5976.632277000001
3048,49,31,0,7,1,97,0,104,8,5660.0,9617.0,7637.030016
3049,21,3,0,2,0,20,0,143,9,2237.0,3607.0,2998.608325
3050,50,24,1,1,0,43,0,337,15,6140.0,8403.0,7570.645776
3051,47,449,0,4,0,28,0,578,7,3564.0,5397.0,5048.9859
3052,1,195,0,7,0,82,0,109,6,11072.0,14431.0,12682.84864
3053,17,451,0,3,0,14,0,228,4,5290.0,6764.0,6322.777659
3054,50,57,0,1,0,22,0,348,10,2570.0,4747.0,4000.1346
3055,2,55,1,6,0,33,0,317,10,1217.0,2234.0,2039.119425
3056,36,192,0,5,0,55,1,239,17,2614.0,6954.0,749.8396152
3057,29,453,0,1,0,23,0,312,13,4525.0,6177.0,5655.7851
3058,20,443,0,0,0,14,0,379,13,4607.0,5712.0,5544.655479
3059,28,283,0,9,0,64,0,295,10,1794.0,7068.0,4683.1257
3060,34,23,0,7,2,83,0,131,8,1380.0,4784.0,3169.1672320000002
3061,6,469,0,9,0,56,0,257,13,4027.0,5265.0,4877.622144
3062,17,23,1,6,2,92,0,283,10,2237.0,5253.0,3973.6829439999997
3063,25,152,1,6,0,35,0,235,6,1206.0,1756.0,1712.597775
3064,4,149,1,8,0,53,0,120,1,6840.0,9844.0,8408.667888
3065,20,447,1,8,0,34,0,124,7,2932.0,4246.0,3706.221225
3066,7,113,0,8,0,84,0,129,11,1830.0,4241.0,3122.2231039999997
3067,24,452,1,6,0,87,0,256,14,3603.0,4926.0,4461.288832
3068,50,451,1,2,0,55,0,106,10,5916.0,8049.0,7053.536592
3069,32,441,1,1,2,67,1,260,7,6063.0,8401.0,1113.31341
3070,33,23,1,4,2,82,0,634,16,1531.0,6755.0,4714.745728
3071,39,469,1,5,0,72,0,222,17,4872.0,6794.0,6004.2708
3072,14,3,0,7,0,73,0,143,6,2394.0,4301.0,3457.5849
3073,1,54,1,7,2,9,1,110,7,387.0,580.0,89.0670924
3074,16,70,0,6,2,27,0,255,6,787.0,5914.0,3598.491225
3075,24,101,0,5,0,62,0,248,13,1302.0,1669.0,1718.0757
3076,22,74,0,7,0,25,0,124,8,2821.0,5603.5,3700.595325
3077,47,246,1,1,0,11,0,349,10,1931.0,9538.0,6088.621077000001
3078,26,452,1,0,0,53,0,375,13,5023.0,6570.0,6141.78936
